log name,loss,perplexity,bits per word,trainable paramters,total paramters
log_stats_model_1006101_2020-04-13_06-42-03_999981250.json,5.007715318,149.5626424,7.224606055,8333200,8333200
log_stats_model_1008144_2020-04-16_04-16-42_999997872.json,nan,nan,nan,10094800,10094800
log_stats_model_1002760_2020-04-14_13-31-04_999993876.json,5.235086682,187.7453797,7.552633594,7453200,7453200
log_stats_model_1011948_2020-04-14_13-18-24_999937260.json,nan,nan,nan,13618000,13618000
log_stats_model_1010091_2020-04-16_01-12-05_999902432.json,nan,nan,nan,5731600,5731600
log_stats_model_1009915_2020-04-15_12-54-07_999964812.json,4.899477468,134.2196273,7.068451846,11816400,11816400
log_stats_model_1005802_2020-04-14_05-11-58_999966072.json,5.049019527,155.8695636,7.284195432,9214800,9214800
log_stats_model_1011105_2020-04-18_15-33-38_999972660.json,6.290746004,539.5556895,9.075628063,12778000,12778000
log_stats_model_1006000_2020-04-20_08-41-33_999930322.json,4.873427011,130.7682943,7.030868982,10094800,10094800
log_stats_model_1002248_2020-04-20_15-08-36_999903828.json,5.350500014,210.7136313,7.719139837,10976400,10976400
log_stats_model_1000894_2020-04-18_21-57-14_999942559.json,4.81556835,123.4169364,6.947396577,9254800,9254800
log_stats_model_1003028_2020-04-14_14-47-46_999992615.json,4.850556012,127.8114348,6.997873105,10054800,10054800
log_stats_model_1003470_2020-04-19_03-45-43_999960865.json,nan,nan,nan,8333200,8333200
log_stats_model_1006967_2020-04-21_08-21-46_999989330.json,nan,nan,nan,7453200,7453200
log_stats_model_1006710_2020-04-20_10-39-34_999928130.json,5.128048795,168.6876525,7.398210566,15339600,15339600
log_stats_model_1005012_2020-04-20_04-20-06_999934679.json,5.219862262,184.9087134,7.5306694,9174800,9174800
log_stats_model_1009092_2020-04-13_14-34-36_999934082.json,nan,nan,nan,11816400,11816400
log_stats_model_1013562_2020-04-15_19-16-59_999923357.json,6.223635183,504.5339757,8.978807615,10134800,10134800
log_stats_model_1006723_2020-04-13_12-16-08_999972035.json,4.824337561,124.5039648,6.960047875,7493200,7493200
log_stats_model_1013194_2020-04-16_05-38-13_999906943.json,5.130214654,169.0534022,7.40133524,11896400,11896400
log_stats_model_1006210_2020-04-19_15-21-29_999949337.json,5.036917973,153.9946672,7.266736582,9254800,9254800
log_stats_model_1005337_2020-04-15_00-58-51_999999305.json,4.745891386,115.1103675,6.846873967,9214800,9214800
log_stats_model_1012939_2020-04-19_13-29-19_999906529.json,nan,nan,nan,8333200,8333200
log_stats_model_1009089_2020-04-19_16-29-23_999944021.json,6.463889705,641.5516565,9.325421623,11016400,11016400
log_stats_model_1011416_2020-04-11_11-20-51_999981207.json,4.748919144,115.4594221,6.851242099,13578000,13578000
log_stats_model_1006666_2020-04-17_18-21-31_999995360.json,5.276055493,195.5968187,7.611739096,14538000,14538000
log_stats_model_1002373_2020-04-20_21-09-12_999948044.json,4.667008187,106.3789998,6.733069567,10936400,10936400
log_stats_model_1009598_2020-04-22_03-35-08_999917993.json,4.854852473,128.361753,7.004071587,12696400,12696400
log_stats_model_1011859_2020-04-22_16-04-35_999917176.json,4.806347004,122.2840974,6.934092988,12736400,12736400
log_stats_model_1003072_2020-04-20_14-20-22_999995296.json,5.143241216,171.2699926,7.420128596,11816400,11816400
log_stats_model_1000929_2020-04-24_16-30-26_999941130.json,4.672610681,106.9766601,6.741152258,9214800,9214800
log_stats_model_1012383_2020-04-23_00-11-03_999912623.json,5.00199579,148.7096564,7.216354521,11856400,11856400
log_stats_model_1013018_2020-04-13_01-47-19_999981637.json,nan,nan,nan,7493200,7493200
log_stats_model_1010638_2020-04-25_00-27-05_999917333.json,5.060708055,157.7021386,7.301058415,10974800,10974800
log_stats_model_1010268_2020-04-20_01-37-04_999966919.json,4.634376007,102.9636494,6.685991283,10976400,10976400
log_stats_model_1003250_2020-04-23_23-11-27_999905415.json,4.754178834,116.0683027,6.858830228,5731600,5731600
log_stats_model_1008392_2020-04-24_16-26-20_999997890.json,4.884747255,132.2570338,7.047200641,8373200,8373200
log_stats_model_1009553_2020-04-17_03-47-43_999998412.json,4.904129176,134.8454323,7.075162843,9214800,9214800
log_stats_model_1001776_2020-04-16_18-25-29_999918330.json,4.966934945,143.5861129,7.165772413,9174800,9174800
log_stats_model_1006522_2020-04-15_13-11-33_999978892.json,4.964279619,143.2053507,7.161941588,9254800,9254800
log_stats_model_1001185_2020-04-21_23-33-58_999953221.json,4.837176573,126.1127784,6.978570654,9254800,9254800
log_stats_model_1011366_2020-04-21_07-43-18_999962768.json,4.66035654,105.6737524,6.723473269,9174800,9174800
log_stats_model_1012037_2020-04-17_14-18-23_999974880.json,4.901444518,134.4839039,7.0712897,14458000,14458000
log_stats_model_1012794_2020-04-22_15-36-43_999988537.json,nan,nan,nan,16219600,16219600
log_stats_model_1013747_2020-04-16_00-00-17_999981991.json,5.214809973,183.9768571,7.523380488,11856400,11856400
log_stats_model_1011514_2020-04-11_13-47-08_999925192.json,4.939070915,139.6404514,7.125573115,7453200,7453200
log_stats_model_1000688_2020-04-23_01-30-30_999998788.json,5.059589275,157.5258032,7.299444356,7453200,7453200
log_stats_model_1002976_2020-04-15_12-46-50_999915526.json,6.457203097,637.2761618,9.315774885,5731600,5731600
log_stats_model_1007279_2020-04-15_17-25-39_999909869.json,4.900099078,134.3030856,7.06934864,11856400,11856400
log_stats_model_1003332_2020-04-13_12-16-02_999980247.json,4.663434371,105.9994994,6.727913641,11856400,11856400
log_stats_model_1002265_2020-04-17_22-04-10_999984763.json,4.891937552,133.2114283,7.057574047,11816400,11816400
log_stats_model_1012745_2020-04-15_23-08-19_999976175.json,4.661216365,105.7646524,6.724713735,10976400,10976400
log_stats_model_1008298_2020-04-11_18-09-41_999971369.json,6.348002906,571.3505282,9.158232312,11856400,11856400
log_stats_model_1010302_2020-04-23_04-21-37_999947704.json,4.706765184,110.693507,6.79042679,9253200,9253200
log_stats_model_1001127_2020-04-15_21-38-57_999992210.json,4.815822861,123.4483513,6.947763759,8333200,8333200
log_stats_model_1004147_2020-04-22_06-18-04_999941621.json,6.481091546,652.6829908,9.350238632,13618000,13618000
log_stats_model_1002627_2020-04-24_00-18-24_999954489.json,5.10050357,164.1045246,7.358471206,10896400,10896400
log_stats_model_1005920_2020-04-23_20-24-56_999978803.json,5.208273878,182.7782882,7.513950896,10976400,10976400
log_stats_model_1003145_2020-04-21_16-35-27_999979849.json,6.457101174,637.2112121,9.315627842,5731600,5731600
log_stats_model_1007133_2020-04-19_00-10-37_999954589.json,4.89032575,132.9968907,7.055248708,9214800,9214800
log_stats_model_1007482_2020-04-15_03-21-28_999998240.json,5.109896465,165.6532031,7.37202229,11016400,11016400
log_stats_model_1000706_2020-04-14_09-37-48_999963054.json,4.899820568,134.265686,7.068946835,9214800,9214800
log_stats_model_1008283_2020-04-17_17-57-59_999979674.json,nan,nan,nan,10134800,10134800
log_stats_model_1010046_2020-04-24_10-31-20_999920699.json,5.121337298,167.5592966,7.388527923,10094800,10094800
log_stats_model_1005173_2020-04-15_16-46-15_999921048.json,5.145583069,171.6715519,7.423507177,11776400,11776400
log_stats_model_1002273_2020-04-21_13-14-01_999961102.json,5.026843617,152.4510586,7.252202358,5731600,5731600
log_stats_model_1000640_2020-04-18_20-19-58_999974986.json,4.829596658,125.160468,6.967635149,9254800,9254800
log_stats_model_1006411_2020-04-24_19-07-28_999976830.json,4.882517398,131.9624481,7.043983637,14379600,14379600
log_stats_model_1001693_2020-04-24_23-50-47_999980429.json,4.834509988,125.776936,6.974723585,7453200,7453200
log_stats_model_1001660_2020-04-21_05-23-19_999963403.json,5.386366761,218.4084123,7.770884614,7493200,7493200
log_stats_model_1003309_2020-04-19_00-07-01_999952702.json,4.86756497,130.0039676,7.022411843,10094800,10094800
log_stats_model_1001864_2020-04-14_13-49-14_999906285.json,4.664936251,106.1588175,6.730080395,7493200,7493200
log_stats_model_1003484_2020-04-22_23-10-35_999909323.json,4.896837253,133.865726,7.064642821,13618000,13618000
log_stats_model_1011557_2020-04-18_14-44-06_999904046.json,4.868454128,130.119613,7.023694627,16179600,16179600
log_stats_model_1009898_2020-04-13_03-51-30_999927220.json,nan,nan,nan,7493200,7493200
log_stats_model_1002725_2020-04-23_01-07-46_999977243.json,4.971752574,144.2795265,7.172722783,7453200,7453200
log_stats_model_1007675_2020-04-23_15-14-48_999905918.json,4.800098901,121.5224356,6.92507888,15338000,15338000
log_stats_model_1012371_2020-04-15_22-26-51_999967592.json,6.242232536,514.0047649,9.005637923,10094800,10094800
log_stats_model_1009921_2020-04-20_14-27-31_999957792.json,6.314386164,552.462835,9.109733605,7493200,7493200
log_stats_model_1010310_2020-04-24_08-42-04_999945381.json,6.469174283,644.9509602,9.333045657,9254800,9254800
log_stats_model_1010996_2020-04-14_17-48-39_999902032.json,4.897247907,133.9207098,7.065235269,10094800,10094800
log_stats_model_1001167_2020-04-23_08-12-54_999928491.json,4.718415196,111.9906287,6.807234203,10134800,10134800
log_stats_model_1002398_2020-04-18_07-07-16_999916654.json,5.056428483,157.0286831,7.294884298,9214800,9214800
log_stats_model_1009163_2020-04-16_20-10-01_999975499.json,nan,nan,nan,5731600,5731600
log_stats_model_1011740_2020-04-16_22-29-39_999921305.json,5.03563742,153.7975951,7.264889134,10974800,10974800
log_stats_model_1009531_2020-04-19_16-04-46_999995160.json,5.07876498,160.5756194,7.327109051,12656400,12656400
log_stats_model_1012998_2020-04-20_09-34-55_999919813.json,5.15455583,173.218851,7.436452134,14458000,14458000
log_stats_model_1005530_2020-04-17_15-42-21_999968913.json,4.763780909,117.1881671,6.872683093,10094800,10094800
log_stats_model_1010693_2020-04-21_15-10-14_999967455.json,4.758386705,116.5577321,6.864900901,7453200,7453200
log_stats_model_1000133_2020-04-14_01-54-28_999985590.json,4.944924956,140.4603098,7.134018712,10976400,10976400
log_stats_model_1003440_2020-04-21_07-34-17_999982436.json,5.09653984,163.455346,7.352752753,10054800,10054800
log_stats_model_1011106_2020-04-18_06-36-56_999988267.json,4.695396349,109.4421774,6.774025028,10974800,10974800
log_stats_model_1004221_2020-04-21_01-48-56_999910349.json,5.172158843,176.2950202,7.461847914,17099600,17099600
log_stats_model_1005767_2020-04-18_03-56-19_999992026.json,nan,nan,nan,9174800,9174800
log_stats_model_1001878_2020-04-21_09-47-15_999900410.json,4.884070832,132.1676023,7.046224768,10054800,10054800
log_stats_model_1002969_2020-04-22_15-45-54_999918628.json,7.31554761,1503.494899,10.55410426,8333200,8333200
log_stats_model_1012971_2020-04-22_16-11-38_999907544.json,nan,nan,nan,10134800,10134800
log_stats_model_1006261_2020-04-17_17-55-26_999921837.json,6.376679948,587.9723648,9.199604539,9254800,9254800
log_stats_model_1011414_2020-04-17_06-31-39_999996885.json,nan,nan,nan,7453200,7453200
log_stats_model_1011157_2020-04-19_00-59-26_999924036.json,nan,nan,nan,9254800,9254800
log_stats_model_1002937_2020-04-16_23-05-57_999954968.json,4.981323242,145.6670069,7.186530339,11816400,11816400
log_stats_model_1011018_2020-04-14_11-40-57_999980376.json,4.87801324,131.369405,7.037485511,12778000,12778000
log_stats_model_1012517_2020-04-16_20-46-10_999942998.json,nan,nan,nan,14418000,14418000
log_stats_model_1000818_2020-04-11_06-29-07_999954760.json,6.457196578,637.2720078,9.315765481,5731600,5731600
log_stats_model_1013484_2020-04-22_00-51-49_999976300.json,4.744185068,114.9141201,6.844412271,12738000,12738000
log_stats_model_1009943_2020-04-16_10-33-05_999919805.json,4.63558634,103.0883451,6.687737425,10976400,10976400
log_stats_model_1006811_2020-04-19_03-58-24_999921916.json,4.608767019,100.3603309,6.649045323,10094800,10094800
log_stats_model_1001206_2020-04-24_02-48-34_999915300.json,4.829953981,125.2051987,6.968150656,7453200,7453200
log_stats_model_1000070_2020-04-14_07-30-16_999922260.json,4.653189057,104.9190455,6.713132777,9174800,9174800
log_stats_model_1011642_2020-04-19_02-49-45_999956317.json,5.086150827,161.7659968,7.337764575,9214800,9214800
log_stats_model_1008593_2020-04-24_03-11-05_999957530.json,nan,nan,nan,9254800,9254800
log_stats_model_1006227_2020-04-13_22-43-32_999928567.json,nan,nan,nan,10976400,10976400
log_stats_model_1005759_2020-04-24_18-05-06_999902318.json,4.772144207,118.1723564,6.884748781,7453200,7453200
log_stats_model_1000292_2020-04-18_06-15-06_999953187.json,4.870070967,130.3301657,7.026027232,10054800,10054800
log_stats_model_1009663_2020-04-13_13-18-59_999959225.json,6.430112376,620.2436445,9.276691237,10976400,10976400
log_stats_model_1009077_2020-04-10_23-17-26_999964531.json,4.892140213,133.2384277,7.057866424,17939600,17939600
log_stats_model_1009935_2020-04-19_01-53-09_999974353.json,4.837091835,126.1020922,6.978448402,16219600,16219600
log_stats_model_1009743_2020-04-22_16-35-28_999943358.json,nan,nan,nan,12618000,12618000
log_stats_model_1008062_2020-04-20_05-24-02_999931181.json,4.859882244,129.0090096,7.011328012,10896400,10896400
log_stats_model_1011173_2020-04-10_21-20-45_999985545.json,4.702058959,110.1737824,6.783637142,10974800,10974800
log_stats_model_1000961_2020-04-19_18-46-30_999902626.json,nan,nan,nan,7453200,7453200
log_stats_model_1000156_2020-04-14_07-18-12_999936167.json,4.838317575,126.2567554,6.980216771,11856400,11856400
log_stats_model_1010952_2020-04-16_21-18-42_999943676.json,4.888198112,132.7142223,7.052179175,9214800,9214800
log_stats_model_1009411_2020-04-24_20-52-09_999933905.json,4.849968179,127.7363251,6.99702504,10134800,10134800
log_stats_model_1011737_2020-04-14_11-43-25_999989301.json,4.820236947,123.9944674,6.954131939,7493200,7493200
log_stats_model_1004709_2020-04-23_08-21-29_999914753.json,4.893110849,133.3678166,7.059266757,11776400,11776400
log_stats_model_1008976_2020-04-18_07-15-33_999928196.json,nan,nan,nan,9254800,9254800
log_stats_model_1006097_2020-04-22_12-32-09_999901607.json,4.739592321,114.3875587,6.837786337,14458000,14458000
log_stats_model_1009279_2020-04-21_23-11-21_999996924.json,4.896953101,133.881235,7.064809955,11856400,11856400
log_stats_model_1013087_2020-04-20_11-57-54_999932228.json,nan,nan,nan,11016400,11016400
log_stats_model_1009824_2020-04-17_03-36-23_999995321.json,4.673279697,107.0482532,6.742117444,11816400,11816400
log_stats_model_1010654_2020-04-18_09-05-23_999986597.json,4.729675293,113.2587805,6.82347909,11896400,11896400
log_stats_model_1011135_2020-04-17_00-24-25_999959267.json,nan,nan,nan,10134800,10134800
log_stats_model_1002270_2020-04-24_04-04-55_999900746.json,4.692258372,109.0992886,6.769497884,13618000,13618000
log_stats_model_1000428_2020-04-17_00-56-40_999931128.json,5.054217589,156.6818927,7.291694651,10054800,10054800
log_stats_model_1012756_2020-04-17_14-18-28_999985971.json,4.727131371,112.9710252,6.819808987,17059600,17059600
log_stats_model_1010217_2020-04-15_02-50-05_999956923.json,6.476083107,649.4222408,9.343012983,12778000,12778000
log_stats_model_1006191_2020-04-13_23-18-20_999955677.json,4.763370255,117.1400532,6.872090644,11016400,11016400
log_stats_model_1003315_2020-04-14_10-01-34_999915284.json,4.768226994,117.7103557,6.879097438,11816400,11816400
log_stats_model_1010606_2020-04-20_07-21-22_999991617.json,6.468434158,644.4737923,9.331977882,12738000,12738000
log_stats_model_1001616_2020-04-17_21-02-16_999992668.json,4.943876692,140.3131475,7.132506387,11816400,11816400
log_stats_model_1013239_2020-04-11_11-02-35_999918905.json,4.905989564,135.0965305,7.077846814,9254800,9254800
log_stats_model_1008366_2020-04-17_01-11-32_999989176.json,5.016292831,150.8510357,7.236980791,10054800,10054800
log_stats_model_1009482_2020-04-19_06-58-06_999926845.json,5.105501342,164.9267344,7.365681467,11016400,11016400
log_stats_model_1002682_2020-04-17_20-31-55_999932404.json,4.848956062,127.6071064,6.995564864,9254800,9254800
log_stats_model_1009424_2020-04-14_15-47-58_999974055.json,5.005467091,149.2267693,7.221362549,11816400,11816400
log_stats_model_1003710_2020-04-14_22-29-08_999999474.json,4.748519157,115.413249,6.850665039,14458000,14458000
log_stats_model_1012787_2020-04-15_15-05-35_999929285.json,nan,nan,nan,10976400,10976400
log_stats_model_1010122_2020-04-14_00-14-17_999908052.json,5.029077622,152.7920158,7.255425346,7493200,7493200
log_stats_model_1013050_2020-04-16_06-57-04_999953977.json,6.461128902,639.7829009,9.321438625,11016400,11016400
log_stats_model_1007465_2020-04-13_18-57-27_999944839.json,nan,nan,nan,6611600,6611600
log_stats_model_1002442_2020-04-22_16-24-16_999915282.json,5.053499388,156.5694041,7.290658507,11776400,11776400
log_stats_model_1012343_2020-04-17_21-30-55_999910886.json,nan,nan,nan,10094800,10094800
log_stats_model_1013186_2020-04-17_13-35-23_999963967.json,5.040657118,154.5715533,7.272131026,9214800,9214800
log_stats_model_1009521_2020-04-15_21-57-49_999977839.json,4.922136029,137.2955675,7.10114124,10134800,10134800
log_stats_model_1008624_2020-04-14_15-16-56_999973281.json,4.662717949,105.9235862,6.726880062,10054800,10054800
log_stats_model_1012088_2020-04-19_19-02-40_999911277.json,nan,nan,nan,15338000,15338000
log_stats_model_1001955_2020-04-15_04-14-22_999911565.json,nan,nan,nan,7453200,7453200
log_stats_model_1006120_2020-04-23_07-26-22_999973547.json,4.718782888,112.0318144,6.807764671,10134800,10134800
log_stats_model_1011921_2020-04-21_19-28-33_999988976.json,6.314147949,552.3312458,9.109389934,7493200,7493200
log_stats_model_1008289_2020-04-15_03-39-16_999927942.json,4.844383166,127.0249045,6.988967569,6611600,6611600
log_stats_model_1011860_2020-04-14_08-32-40_999930279.json,4.709359475,110.9810509,6.79416956,10094800,10094800
log_stats_model_1010940_2020-04-21_20-28-46_999997340.json,nan,nan,nan,7453200,7453200
log_stats_model_1001884_2020-04-20_13-20-56_999982517.json,4.793362516,120.7065648,6.915360331,10976400,10976400
log_stats_model_1011248_2020-04-11_07-44-30_999910998.json,4.66367703,106.0252242,6.728263724,11016400,11016400
log_stats_model_1007024_2020-04-16_11-41-51_999908264.json,6.471675539,646.566167,9.336654207,10134800,10134800
log_stats_model_1000571_2020-04-18_08-55-06_999982958.json,4.853787617,128.2251389,7.002535324,10094800,10094800
log_stats_model_1011194_2020-04-14_05-33-56_999937569.json,6.482363803,653.5138999,9.352074111,11016400,11016400
log_stats_model_1012859_2020-04-14_12-53-07_999930885.json,4.954604954,141.8265673,7.147983997,10976400,10976400
log_stats_model_1013810_2020-04-21_07-58-01_999962961.json,6.210410701,497.9056999,8.959728721,9254800,9254800
log_stats_model_1009754_2020-04-17_14-12-59_999909256.json,4.881949415,131.887517,7.043164212,11856400,11856400
log_stats_model_1009401_2020-04-24_01-13-39_999989896.json,4.746310928,115.1586714,6.847479239,10094800,10094800
log_stats_model_1007130_2020-04-14_03-15-56_999980074.json,4.695732043,109.4789226,6.774509331,10054800,10054800
log_stats_model_1009530_2020-04-16_07-35-19_999998013.json,4.907800174,135.3413593,7.080458973,9254800,9254800
log_stats_model_1012486_2020-04-22_07-51-54_999915011.json,4.922787268,137.3850089,7.102080779,14498000,14498000
log_stats_model_1002717_2020-04-17_02-31-47_999909441.json,5.104477373,164.7579411,7.364204193,9214800,9214800
log_stats_model_1004910_2020-04-13_13-43-23_999944348.json,5.543916869,255.677496,7.998181374,9214800,9214800
log_stats_model_1008348_2020-04-23_07-20-09_999913650.json,nan,nan,nan,12736400,12736400
log_stats_model_1001570_2020-04-19_02-14-26_999925574.json,4.655542763,105.1662848,6.716528456,7453200,7453200
log_stats_model_1004955_2020-04-21_19-34-38_999921956.json,4.729011906,113.183671,6.822522025,9214800,9214800
log_stats_model_1009596_2020-04-19_01-00-12_999972066.json,6.490717323,658.9959067,9.364125694,11896400,11896400
log_stats_model_1005475_2020-04-16_06-10-36_999961825.json,4.760365014,116.7885476,6.867754998,5731600,5731600
log_stats_model_1007782_2020-04-17_14-14-12_999931680.json,nan,nan,nan,10134800,10134800
log_stats_model_1003098_2020-04-15_18-04-10_999935939.json,nan,nan,nan,7453200,7453200
log_stats_model_1001422_2020-04-16_21-26-49_999985550.json,4.701368017,110.097685,6.782640324,7453200,7453200
log_stats_model_1009937_2020-04-19_00-42-50_999995678.json,4.611347087,100.6196018,6.652767575,10094800,10094800
log_stats_model_1013857_2020-04-24_22-07-35_999950354.json,nan,nan,nan,10094800,10094800
log_stats_model_1003367_2020-04-16_20-10-43_999909265.json,nan,nan,nan,8333200,8333200
log_stats_model_1005551_2020-04-18_02-06-05_999995602.json,4.638805204,103.4207071,6.692381264,10054800,10054800
log_stats_model_1007329_2020-04-16_15-35-55_999940649.json,5.015647518,150.7537209,7.236049801,12738000,12738000
log_stats_model_1005794_2020-04-10_22-28-08_999904944.json,6.694819478,808.2080218,9.658582861,10094800,10094800
log_stats_model_1013475_2020-04-23_08-21-47_999966172.json,4.669258192,106.6186225,6.736315638,14458000,14458000
log_stats_model_1011919_2020-04-13_23-14-30_999939017.json,5.04777512,155.6757192,7.282400134,11014800,11014800
log_stats_model_1009615_2020-04-11_00-06-45_999911400.json,4.751332996,115.7384606,6.854724551,7493200,7493200
log_stats_model_1009872_2020-04-17_05-02-22_999927337.json,4.70387994,110.3745895,6.786264262,12696400,12696400
log_stats_model_1001121_2020-04-15_04-36-46_999987336.json,4.779401761,119.0331184,6.895219219,12696400,12696400
log_stats_model_1009684_2020-04-21_05-10-39_999919921.json,4.732660386,113.5973736,6.827785669,10976400,10976400
log_stats_model_1004669_2020-04-18_12-52-17_999943934.json,4.901348225,134.4709546,7.071150778,7453200,7453200
log_stats_model_1011886_2020-04-20_08-10-50_999936165.json,4.939021435,139.6335421,7.125501731,11016400,11016400
log_stats_model_1001785_2020-04-16_03-14-51_999961089.json,nan,nan,nan,7493200,7493200
log_stats_model_1010285_2020-04-22_00-24-38_999982732.json,4.895827803,133.7306634,7.063186492,14498000,14498000
log_stats_model_1006686_2020-04-16_10-44-15_999935502.json,4.652279752,104.8236854,6.711820927,8333200,8333200
log_stats_model_1001710_2020-04-17_09-47-39_999965351.json,4.750501614,115.6422778,6.853525121,14458000,14458000
